spk0079_0000001.wav,aaa,none,bonafide
spk0079_0000002.wav,aaa,none,bonafide
spk0079_0000003.wav,aaa,none,bonafide
spk0079_0000004.wav,aaa,none,bonafide
spk0079_0000005.wav,aaa,none,bonafide
spk0079_0000006.wav,aaa,none,bonafide
spk0079_0000007.wav,aaa,none,bonafide
spk0079_0000008.wav,aaa,none,bonafide
spk0079_0000009.wav,aaa,none,bonafide
spk0079_0000010.wav,aaa,none,bonafide
spk0080_0000011.wav,aaa,none,bonafide
spk0080_0000012.wav,aaa,none,bonafide
spk0080_0000013.wav,aaa,none,bonafide
spk0080_0000014.wav,aaa,none,bonafide
spk0080_0000015.wav,aaa,none,bonafide
spk0080_0000016.wav,aaa,none,bonafide
spk0080_0000017.wav,aaa,none,bonafide
spk0080_0000018.wav,aaa,none,bonafide
spk0080_0000019.wav,aaa,none,bonafide
spk0080_0000020.wav,aaa,none,bonafide
spk0081_0000021.wav,aaa,none,bonafide
spk0081_0000022.wav,aaa,none,bonafide
spk0081_0000023.wav,aaa,none,bonafide
spk0081_0000024.wav,aaa,none,bonafide
spk0081_0000025.wav,aaa,none,bonafide
spk0081_0000026.wav,aaa,none,bonafide
spk0081_0000027.wav,aaa,none,bonafide
spk0081_0000028.wav,aaa,none,bonafide
spk0081_0000029.wav,aaa,none,bonafide
spk0081_0000030.wav,aaa,none,bonafide
spk0082_0000031.wav,aaa,none,bonafide
spk0082_0000032.wav,aaa,none,bonafide
spk0082_0000033.wav,aaa,none,bonafide
spk0082_0000034.wav,aaa,none,bonafide
spk0082_0000035.wav,aaa,none,bonafide
spk0082_0000036.wav,aaa,none,bonafide
spk0082_0000037.wav,aaa,none,bonafide
spk0082_0000038.wav,aaa,none,bonafide
spk0082_0000039.wav,aaa,none,bonafide
spk0082_0000040.wav,aaa,none,bonafide
spk0083_0000041.wav,aaa,none,bonafide
spk0083_0000042.wav,aaa,none,bonafide
spk0083_0000043.wav,aaa,none,bonafide
spk0083_0000044.wav,aaa,none,bonafide
spk0083_0000045.wav,aaa,none,bonafide
spk0083_0000046.wav,aaa,none,bonafide
spk0083_0000047.wav,aaa,none,bonafide
spk0083_0000048.wav,aaa,none,bonafide
spk0083_0000049.wav,aaa,none,bonafide
spk0083_0000050.wav,aaa,none,bonafide
spk0084_0000051.wav,aaa,none,bonafide
spk0084_0000052.wav,aaa,none,bonafide
spk0084_0000053.wav,aaa,none,bonafide
spk0084_0000054.wav,aaa,none,bonafide
spk0084_0000055.wav,aaa,none,bonafide
spk0084_0000056.wav,aaa,none,bonafide
spk0084_0000057.wav,aaa,none,bonafide
spk0084_0000058.wav,aaa,none,bonafide
spk0084_0000059.wav,aaa,none,bonafide
spk0084_0000060.wav,aaa,none,bonafide
spk0085_0000061.wav,aaa,none,bonafide
spk0085_0000062.wav,aaa,none,bonafide
spk0085_0000063.wav,aaa,none,bonafide
spk0085_0000064.wav,aaa,none,bonafide
spk0085_0000065.wav,aaa,none,bonafide
spk0085_0000066.wav,aaa,none,bonafide
spk0085_0000067.wav,aaa,none,bonafide
spk0085_0000068.wav,aaa,none,bonafide
spk0085_0000069.wav,aaa,none,bonafide
spk0085_0000070.wav,aaa,none,bonafide
spk0086_0000071.wav,aaa,none,bonafide
spk0086_0000072.wav,aaa,none,bonafide
spk0086_0000073.wav,aaa,none,bonafide
spk0086_0000074.wav,aaa,none,bonafide
spk0086_0000075.wav,aaa,none,bonafide
spk0086_0000076.wav,aaa,none,bonafide
spk0086_0000077.wav,aaa,none,bonafide
spk0086_0000078.wav,aaa,none,bonafide
spk0086_0000079.wav,aaa,none,bonafide
spk0086_0000080.wav,aaa,none,bonafide
spk0087_0000081.wav,aaa,none,bonafide
spk0087_0000082.wav,aaa,none,bonafide
spk0087_0000083.wav,aaa,none,bonafide
spk0087_0000084.wav,aaa,none,bonafide
spk0087_0000085.wav,aaa,none,bonafide
spk0087_0000086.wav,aaa,none,bonafide
spk0087_0000087.wav,aaa,none,bonafide
spk0087_0000088.wav,aaa,none,bonafide
spk0087_0000089.wav,aaa,none,bonafide
spk0087_0000090.wav,aaa,none,bonafide
spk0088_0000091.wav,aaa,none,bonafide
spk0088_0000092.wav,aaa,none,bonafide
spk0088_0000093.wav,aaa,none,bonafide
spk0088_0000094.wav,aaa,none,bonafide
spk0088_0000095.wav,aaa,none,bonafide
spk0088_0000096.wav,aaa,none,bonafide
spk0088_0000097.wav,aaa,none,bonafide
spk0088_0000098.wav,aaa,none,bonafide
spk0088_0000099.wav,aaa,none,bonafide
spk0088_0000100.wav,aaa,none,bonafide
spk0089_0000101.wav,aaa,none,bonafide
spk0089_0000102.wav,aaa,none,bonafide
spk0089_0000103.wav,aaa,none,bonafide
spk0089_0000104.wav,aaa,none,bonafide
spk0089_0000105.wav,aaa,none,bonafide
spk0089_0000106.wav,aaa,none,bonafide
spk0089_0000107.wav,aaa,none,bonafide
spk0089_0000108.wav,aaa,none,bonafide
spk0089_0000109.wav,aaa,none,bonafide
spk0089_0000110.wav,aaa,none,bonafide
spk0090_0000111.wav,aaa,none,bonafide
spk0090_0000112.wav,aaa,none,bonafide
spk0090_0000113.wav,aaa,none,bonafide
spk0090_0000114.wav,aaa,none,bonafide
spk0090_0000115.wav,aaa,none,bonafide
spk0090_0000116.wav,aaa,none,bonafide
spk0090_0000117.wav,aaa,none,bonafide
spk0090_0000118.wav,aaa,none,bonafide
spk0090_0000119.wav,aaa,none,bonafide
spk0090_0000120.wav,aaa,none,bonafide
spk0091_0000121.wav,aaa,none,bonafide
spk0091_0000122.wav,aaa,none,bonafide
spk0091_0000123.wav,aaa,none,bonafide
spk0091_0000124.wav,aaa,none,bonafide
spk0091_0000125.wav,aaa,none,bonafide
spk0091_0000126.wav,aaa,none,bonafide
spk0091_0000127.wav,aaa,none,bonafide
spk0091_0000128.wav,aaa,none,bonafide
spk0091_0000129.wav,aaa,none,bonafide
